long,lat,group,order,region
-91.22634,43.45312,14,3540,iowa
-91.20342,43.4302,14,3541,iowa
-91.16904,43.41301,14,3542,iowa
-91.15186,43.36145,14,3543,iowa
-91.07164,43.29842,14,3544,iowa
-91.06018,43.26404,14,3545,iowa
-91.07164,43.24112,14,3546,iowa
-91.1404,43.16664,14,3547,iowa
-91.17477,43.12653,14,3548,iowa
-91.1805,43.0807,14,3549,iowa
-91.17477,43.08643,14,3550,iowa
-91.15186,42.99475,14,3551,iowa
-91.12894,42.92027,14,3552,iowa
-91.08883,42.87443,14,3553,iowa
-91.07164,42.78849,14,3554,iowa
-91.06018,42.75411,14,3555,iowa
-91.00861,42.73119,14,3556,iowa
-90.95705,42.70255,14,3557,iowa
-90.89976,42.69109,14,3558,iowa
-90.87683,42.67963,14,3559,iowa
-90.81954,42.66817,14,3560,iowa
-90.75079,42.64525,14,3561,iowa
-90.69922,42.61087,14,3562,iowa
-90.66484,42.57076,14,3563,iowa
-90.65911,42.54212,14,3564,iowa
-90.64192,42.50774,14,3565,iowa
-90.64765,42.50774,14,3566,iowa
-90.64192,42.47336,14,3567,iowa
-90.4815,42.38742,14,3568,iowa
-90.45284,42.37023,14,3569,iowa
-90.41846,42.33585,14,3570,iowa
-90.41846,42.29575,14,3571,iowa
-90.40701,42.24991,14,3572,iowa
-90.37263,42.22699,14,3573,iowa
-90.3268,42.20407,14,3574,iowa
-90.24658,42.17542,14,3575,iowa
-90.17783,42.13532,14,3576,iowa
-90.16064,42.10094,14,3577,iowa
-90.14918,42.03791,14,3578,iowa
-90.13772,42.00927,14,3579,iowa
-90.14918,41.96343,14,3580,iowa
-90.16064,41.93478,14,3581,iowa
-90.16064,41.89467,14,3582,iowa
-90.17783,41.83738,14,3583,iowa
-90.18929,41.82019,14,3584,iowa
-90.24085,41.79154,14,3585,iowa
-90.2695,41.78008,14,3586,iowa
-90.30388,41.75716,14,3587,iowa
-90.32107,41.72279,14,3588,iowa
-90.3268,41.69414,14,3589,iowa
-90.34399,41.61966,14,3590,iowa
-90.35545,41.59674,14,3591,iowa
-90.41273,41.56236,14,3592,iowa
-90.45857,41.53944,14,3593,iowa
-90.54452,41.52225,14,3594,iowa
-90.60755,41.49934,14,3595,iowa
-90.65339,41.46495,14,3596,iowa
-90.71641,41.45922,14,3597,iowa
-90.7737,41.45922,14,3598,iowa
-90.83673,41.4535,14,3599,iowa
-90.87683,41.44777,14,3600,iowa
-90.92841,41.43058,14,3601,iowa
-90.9857,41.43058,14,3602,iowa
-91.01434,41.43058,14,3603,iowa
-91.03726,41.40766,14,3604,iowa
-91.06592,41.34464,14,3605,iowa
-91.06018,41.32745,14,3606,iowa
-91.06592,41.31026,14,3607,iowa
-91.08883,41.27015,14,3608,iowa
-91.08883,41.23005,14,3609,iowa
-91.05445,41.20139,14,3610,iowa
-91.02008,41.17847,14,3611,iowa
-90.9857,41.15556,14,3612,iowa
-90.95705,41.11545,14,3613,iowa
-90.95132,41.08107,14,3614,iowa
-90.94559,41.06961,14,3615,iowa
-90.95132,40.96648,14,3616,iowa
-90.97424,40.93211,14,3617,iowa
-91.04299,40.87481,14,3618,iowa
-91.08883,40.82324,14,3619,iowa
-91.10029,40.75449,14,3620,iowa
-91.11175,40.70865,14,3621,iowa
-91.11175,40.68,14,3622,iowa
-91.14613,40.65709,14,3623,iowa
-91.18623,40.63417,14,3624,iowa
-91.26645,40.62271,14,3625,iowa
-91.30656,40.62271,14,3626,iowa
-91.35239,40.61125,14,3627,iowa
-91.37531,40.58833,14,3628,iowa
-91.41541,40.56541,14,3629,iowa
-91.41541,40.55395,14,3630,iowa
-91.37531,40.49665,14,3631,iowa
-91.3925,40.44509,14,3632,iowa
-91.3925,40.42217,14,3633,iowa
-91.38677,40.39352,14,3634,iowa
-91.40968,40.38206,14,3635,iowa
-91.41541,40.37634,14,3636,iowa
-91.4899,40.41644,14,3637,iowa
-91.52428,40.47374,14,3638,iowa
-91.5873,40.50812,14,3639,iowa
-91.61595,40.56541,14,3640,iowa
-91.66752,40.56541,14,3641,iowa
-91.7019,40.61698,14,3642,iowa
-91.93681,40.61698,14,3643,iowa
-92.17172,40.61698,14,3644,iowa
-92.34361,40.61125,14,3645,iowa
-92.63009,40.60552,14,3646,iowa
-92.68738,40.60552,14,3647,iowa
-93.09991,40.60552,14,3648,iowa
-93.37493,40.59979,14,3649,iowa
-93.56974,40.59979,14,3650,iowa
-93.776,40.59979,14,3651,iowa
-94.01665,40.59979,14,3652,iowa
-94.2401,40.59406,14,3653,iowa
-94.48074,40.59406,14,3654,iowa
-94.63544,40.59406,14,3655,iowa
-94.91619,40.59979,14,3656,iowa
-95.20267,40.60552,14,3657,iowa
-95.37456,40.60552,14,3658,iowa
-95.75271,40.61125,14,3659,iowa
-95.76416,40.60552,14,3660,iowa
-95.76989,40.6399,14,3661,iowa
-95.79282,40.66282,14,3662,iowa
-95.83292,40.69146,14,3663,iowa
-95.86156,40.72011,14,3664,iowa
-95.87303,40.74876,14,3665,iowa
-95.8673,40.76595,14,3666,iowa
-95.84438,40.81178,14,3667,iowa
-95.85583,40.85189,14,3668,iowa
-95.82719,40.90919,14,3669,iowa
-95.82719,40.93211,14,3670,iowa
-95.82146,40.94929,14,3671,iowa
-95.83865,40.97221,14,3672,iowa
-95.87303,41.02951,14,3673,iowa
-95.87303,41.0467,14,3674,iowa
-95.87303,41.07534,14,3675,iowa
-95.85583,41.09826,14,3676,iowa
-95.87303,41.13264,14,3677,iowa
-95.88448,41.16129,14,3678,iowa
-95.89021,41.17847,14,3679,iowa
-95.90167,41.21858,14,3680,iowa
-95.90167,41.25869,14,3681,iowa
-95.87876,41.29307,14,3682,iowa
-95.87303,41.31026,14,3683,iowa
-95.87876,41.31599,14,3684,iowa
-95.90167,41.32745,14,3685,iowa
-95.9246,41.33891,14,3686,iowa
-95.93032,41.35036,14,3687,iowa
-95.9246,41.36182,14,3688,iowa
-95.9246,41.38474,14,3689,iowa
-95.93032,41.41912,14,3690,iowa
-95.93605,41.44204,14,3691,iowa
-95.94751,41.45922,14,3692,iowa
-95.99908,41.48787,14,3693,iowa
-96.00481,41.50506,14,3694,iowa
-96.01627,41.53371,14,3695,iowa
-96.04491,41.53371,14,3696,iowa
-96.08502,41.5509,14,3697,iowa
-96.07929,41.56809,14,3698,iowa
-96.05064,41.60247,14,3699,iowa
-96.05064,41.61966,14,3700,iowa
-96.06783,41.61966,14,3701,iowa
-96.09648,41.61966,14,3702,iowa
-96.12513,41.63684,14,3703,iowa
-96.12513,41.66549,14,3704,iowa
-96.1194,41.71706,14,3705,iowa
-96.09075,41.75143,14,3706,iowa
-96.10221,41.78008,14,3707,iowa
-96.09648,41.82592,14,3708,iowa
-96.13086,41.8603,14,3709,iowa
-96.16524,41.91759,14,3710,iowa
-96.15378,41.94624,14,3711,iowa
-96.15378,41.96916,14,3712,iowa
-96.16524,41.98635,14,3713,iowa
-96.18243,42.00354,14,3714,iowa
-96.22253,42.00354,14,3715,iowa
-96.22826,42.03218,14,3716,iowa
-96.26263,42.0551,14,3717,iowa
-96.27983,42.06656,14,3718,iowa
-96.29701,42.11813,14,3719,iowa
-96.33712,42.14677,14,3720,iowa
-96.34285,42.15824,14,3721,iowa
-96.34285,42.17542,14,3722,iowa
-96.31994,42.19834,14,3723,iowa
-96.31994,42.2098,14,3724,iowa
-96.34858,42.24418,14,3725,iowa
-96.34285,42.24991,14,3726,iowa
-96.34858,42.2671,14,3727,iowa
-96.40588,42.33012,14,3728,iowa
-96.41161,42.35304,14,3729,iowa
-96.40588,42.38169,14,3730,iowa
-96.39442,42.39888,14,3731,iowa
-96.38869,42.41607,14,3732,iowa
-96.38869,42.43898,14,3733,iowa
-96.39442,42.4619,14,3734,iowa
-96.43452,42.47336,14,3735,iowa
-96.44025,42.47336,14,3736,iowa
-96.4689,42.50774,14,3737,iowa
-96.4689,42.53065,14,3738,iowa
-96.4689,42.54785,14,3739,iowa
-96.47463,42.57076,14,3740,iowa
-96.56058,42.66817,14,3741,iowa
-96.5835,42.68536,14,3742,iowa
-96.60641,42.70255,14,3743,iowa
-96.60641,42.73692,14,3744,iowa
-96.59496,42.77703,14,3745,iowa
-96.56058,42.81714,14,3746,iowa
-96.52047,42.87443,14,3747,iowa
-96.52047,42.90308,14,3748,iowa
-96.52047,42.926,14,3749,iowa
-96.49755,42.94318,14,3750,iowa
-96.49755,42.98329,14,3751,iowa
-96.49755,43.01194,14,3752,iowa
-96.51474,43.02913,14,3753,iowa
-96.44598,43.05205,14,3754,iowa
-96.44025,43.0807,14,3755,iowa
-96.43452,43.10361,14,3756,iowa
-96.43452,43.1208,14,3757,iowa
-96.44025,43.14945,14,3758,iowa
-96.45171,43.1781,14,3759,iowa
-96.45745,43.20102,14,3760,iowa
-96.4689,43.2182,14,3761,iowa
-96.49755,43.22394,14,3762,iowa
-96.53193,43.22394,14,3763,iowa
-96.55485,43.23539,14,3764,iowa
-96.56058,43.25831,14,3765,iowa
-96.57204,43.28123,14,3766,iowa
-96.55485,43.29842,14,3767,iowa
-96.53193,43.30988,14,3768,iowa
-96.51474,43.33853,14,3769,iowa
-96.50901,43.37864,14,3770,iowa
-96.53766,43.39582,14,3771,iowa
-96.57204,43.42447,14,3772,iowa
-96.59496,43.45312,14,3773,iowa
-96.5835,43.49895,14,3774,iowa
-96.42879,43.49323,14,3775,iowa
-96.04491,43.49895,14,3776,iowa
-95.86156,43.50468,14,3777,iowa
-95.46623,43.50468,14,3778,iowa
-95.39174,43.50468,14,3779,iowa
-94.91619,43.50468,14,3780,iowa
-94.86462,43.50468,14,3781,iowa
-94.45209,43.50468,14,3782,iowa
-94.26302,43.50468,14,3783,iowa
-93.97654,43.51041,14,3784,iowa
-93.64423,43.51041,14,3785,iowa
-93.49525,43.51041,14,3786,iowa
-93.05981,43.51041,14,3787,iowa
-93.02543,43.51041,14,3788,iowa
-92.54987,43.51041,14,3789,iowa
-92.4582,43.50468,14,3790,iowa
-92.08005,43.50468,14,3791,iowa
-91.72482,43.51041,14,3792,iowa
-91.60449,43.51041,14,3793,iowa
-91.22634,43.49895,14,3794,iowa
-94.63544,37.02453,15,3796,kansas
-95.00787,37.01308,15,3797,kansas
-95.08807,37.01308,15,3798,kansas
-95.42039,37.01308,15,3799,kansas
-95.52925,37.0188,15,3800,kansas
-95.80427,37.01308,15,3801,kansas
-95.97616,37.01308,15,3802,kansas
-96.01054,37.00734,15,3803,kansas
-96.53193,37.00161,15,3804,kansas
-96.74393,36.99588,15,3805,kansas
-97.17364,36.99588,15,3806,kansas
-97.46585,37.00161,15,3807,kansas
-97.80962,36.99588,15,3808,kansas
-98.11329,36.99588,15,3809,kansas
-98.35394,36.99588,15,3810,kansas
-98.54301,37.00161,15,3811,kansas
-99.01283,37.00161,15,3812,kansas
-99.47693,36.99588,15,3813,kansas
-99.55141,36.99588,15,3814,kansas
-100.0098,36.99588,15,3815,kansas
-100.0843,37.00161,15,3816,kansas
-100.6228,37.00161,15,3817,kansas
-100.938,37.00161,15,3818,kansas
-101.0698,37.00161,15,3819,kansas
-101.5568,37.00161,15,3820,kansas
-102.0151,36.99588,15,3821,kansas
-102.0495,37.00161,15,3822,kansas
-102.0495,37.38549,15,3823,kansas
-102.0438,37.64906,15,3824,kansas
-102.0438,37.735,15,3825,kansas
-102.0495,38.25639,15,3826,kansas
-102.0495,38.61163,15,3827,kansas
-102.0495,38.69184,15,3828,kansas
-102.0552,39.0528,15,3829,kansas
-102.0552,39.13302,15,3830,kansas
-102.0552,39.56846,15,3831,kansas
-102.0552,39.57993,15,3832,kansas
-102.061,40.00391,15,3833,kansas
-102.0552,40.00964,15,3834,kansas
-101.4078,40.00391,15,3835,kansas
-101.3161,40.00964,15,3836,kansas
-100.7604,40.00964,15,3837,kansas
-100.7317,40.00391,15,3838,kansas
-100.1817,40.00391,15,3839,kansas
-99.63163,40.00391,15,3840,kansas
-99.63163,39.99818,15,3841,kansas
-99.16753,39.99818,15,3842,kansas
-99.07013,40.00391,15,3843,kansas
-98.7149,40.00391,15,3844,kansas
-98.51437,40.00391,15,3845,kansas
-98.27945,40.00391,15,3846,kansas
-97.94714,40.00964,15,3847,kansas
-97.81536,40.00391,15,3848,kansas
-97.37418,40.00391,15,3849,kansas
-96.90435,40.00391,15,3850,kansas
-96.81268,40.00391,15,3851,kansas
-96.45745,40.00391,15,3852,kansas
-96.23972,39.99818,15,3853,kansas
-96.022,40.00391,15,3854,kansas
-95.79855,40.00391,15,3855,kansas
-95.35163,40.01537,15,3856,kansas
-95.33445,40.0211,15,3857,kansas
-95.30007,40.00964,15,3858,kansas
-95.2485,39.96954,15,3859,kansas
-95.22559,39.94089,15,3860,kansas
-95.17975,39.91224,15,3861,kansas
-95.12818,39.87214,15,3862,kansas
-95.04797,39.88359,15,3863,kansas
-95.02505,39.90651,15,3864,kansas
-95.00214,39.91224,15,3865,kansas
-94.97921,39.92943,15,3866,kansas
-94.95056,39.87214,15,3867,kansas
-94.89327,39.86641,15,3868,kansas
-94.88754,39.83203,15,3869,kansas
-94.89327,39.79765,15,3870,kansas
-94.92765,39.78619,15,3871,kansas
-94.87035,39.75754,15,3872,kansas
-94.91046,39.75181,15,3873,kansas
-94.97921,39.75181,15,3874,kansas
-94.97921,39.7117,15,3875,kansas
-95.03651,39.6716,15,3876,kansas
-95.05943,39.63722,15,3877,kansas
-95.07661,39.60284,15,3878,kansas
-95.11099,39.55701,15,3879,kansas
-95.11099,39.53982,15,3880,kansas
-95.06516,39.50544,15,3881,kansas
-94.98494,39.46533,15,3882,kansas
-94.9563,39.42522,15,3883,kansas
-94.9391,39.40231,15,3884,kansas
-94.89327,39.38512,15,3885,kansas
-94.89327,39.33355,15,3886,kansas
-94.85889,39.27626,15,3887,kansas
-94.81306,39.21323,15,3888,kansas
-94.76722,39.19604,15,3889,kansas
-94.73284,39.17885,15,3890,kansas
-94.68127,39.19604,15,3891,kansas
-94.64117,39.1674,15,3892,kansas
-94.6068,39.15593,15,3893,kansas
-94.58387,39.15593,15,3894,kansas
-94.59534,39.13874,15,3895,kansas
-94.61252,39.0528,15,3896,kansas
-94.61825,38.84654,15,3897,kansas
-94.61252,38.73768,15,3898,kansas
-94.61825,38.47984,15,3899,kansas
-94.61252,38.3939,15,3900,kansas
-94.62398,38.06159,15,3901,kansas
-94.62398,38.0444,15,3902,kansas
-94.62971,37.6777,15,3903,kansas
-94.62971,37.65479,15,3904,kansas
-94.62971,37.37404,15,3905,kansas
-94.63544,37.34539,15,3906,kansas
-94.63544,37.06464,15,3907,kansas
-94.63544,37.02453,15,3908,kansas
-82.56895,38.42828,16,3910,kentucky
-82.57468,38.43974,16,3911,kentucky
-82.58041,38.42828,16,3912,kentucky
-82.58614,38.35952,16,3913,kentucky
-82.58041,38.33661,16,3914,kentucky
-82.56895,38.30223,16,3915,kentucky
-82.56322,38.27931,16,3916,kentucky
-82.57468,38.25639,16,3917,kentucky
-82.58614,38.2392,16,3918,kentucky
-82.58614,38.21629,16,3919,kentucky
-82.58041,38.18764,16,3920,kentucky
-82.5976,38.17618,16,3921,kentucky
-82.61478,38.16472,16,3922,kentucky
-82.62051,38.15326,16,3923,kentucky
-82.61478,38.13034,16,3924,kentucky
-82.55176,38.07304,16,3925,kentucky
-82.47727,37.99283,16,3926,kentucky
-82.46581,37.96991,16,3927,kentucky
-82.47154,37.95845,16,3928,kentucky
-82.483,37.93554,16,3929,kentucky
-82.483,37.92408,16,3930,kentucky
-82.46581,37.90689,16,3931,kentucky
-82.44862,37.90116,16,3932,kentucky
-82.4257,37.89543,16,3933,kentucky
-82.40852,37.84959,16,3934,kentucky
-82.39706,37.81522,16,3935,kentucky
-82.35695,37.78657,16,3936,kentucky
-82.31685,37.76365,16,3937,kentucky
-82.31111,37.74646,16,3938,kentucky
-82.31111,37.71781,16,3939,kentucky
-82.29393,37.68916,16,3940,kentucky
-82.25382,37.65479,16,3941,kentucky
-82.21371,37.62041,16,3942,kentucky
-82.1908,37.64333,16,3943,kentucky
-82.17361,37.64333,16,3944,kentucky
-82.16788,37.61468,16,3945,kentucky
-82.15642,37.59749,16,3946,kentucky
-82.1335,37.59176,16,3947,kentucky
-82.1335,37.5803,16,3948,kentucky
-82.13923,37.56311,16,3949,kentucky
-82.12204,37.55165,16,3950,kentucky
-82.08766,37.54593,16,3951,kentucky
-82.06474,37.5402,16,3952,kentucky
-82.01891,37.54593,16,3953,kentucky
-81.96735,37.5402,16,3954,kentucky
-82.16215,37.39122,16,3955,kentucky
-82.24236,37.35112,16,3956,kentucky
-82.29393,37.30528,16,3957,kentucky
-82.32258,37.27663,16,3958,kentucky
-82.35695,37.26517,16,3959,kentucky
-82.40852,37.25372,16,3960,kentucky
-82.483,37.2308,16,3961,kentucky
-82.5403,37.21361,16,3962,kentucky
-82.55176,37.19642,16,3963,kentucky
-82.68927,37.1334,16,3964,kentucky
-82.71219,37.12193,16,3965,kentucky
-82.71219,37.09901,16,3966,kentucky
-82.71219,37.04172,16,3967,kentucky
-82.74084,37.04172,16,3968,kentucky
-82.7523,37.02453,16,3969,kentucky
-82.75802,37.0188,16,3970,kentucky
-82.80386,37.00734,16,3971,kentucky
-82.83251,37.00161,16,3972,kentucky
-82.85542,36.97869,16,3973,kentucky
-82.85542,36.96151,16,3974,kentucky
-82.84969,36.93859,16,3975,kentucky
-82.86116,36.91567,16,3976,kentucky
-82.86689,36.89848,16,3977,kentucky
-82.88407,36.89275,16,3978,kentucky
-82.95856,36.86411,16,3979,kentucky
-82.99867,36.85838,16,3980,kentucky
-83.03877,36.85265,16,3981,kentucky
-83.07888,36.83546,16,3982,kentucky
-83.10753,36.75524,16,3983,kentucky
-83.11899,36.74951,16,3984,kentucky
-83.14191,36.74379,16,3985,kentucky
-83.19347,36.73805,16,3986,kentucky
-83.38828,36.67503,16,3987,kentucky
-83.44557,36.66357,16,3988,kentucky
-83.49141,36.65784,16,3989,kentucky
-83.56017,36.63492,16,3990,kentucky
-83.61746,36.61773,16,3991,kentucky
-83.64611,36.60054,16,3992,kentucky
-83.66329,36.59481,16,3993,kentucky
-83.68049,36.58335,16,3994,kentucky
-83.75497,36.58335,16,3995,kentucky
-84.02426,36.58335,16,3996,kentucky
-84.21333,36.58335,16,3997,kentucky
-84.72327,36.612,16,3998,kentucky
-84.78629,36.612,16,3999,kentucky
-84.96391,36.62346,16,4000,kentucky
-85.28477,36.62919,16,4001,kentucky
-85.29623,36.62919,16,4002,kentucky
-85.45093,36.62346,16,4003,kentucky
-85.75459,36.62346,16,4004,kentucky
-85.96658,36.63492,16,4005,kentucky
-86.19004,36.64065,16,4006,kentucky
-86.38484,36.65211,16,4007,kentucky
-86.45361,36.65784,16,4008,kentucky
-86.49944,36.65211,16,4009,kentucky
-86.53382,36.63492,16,4010,kentucky
-86.56246,36.63492,16,4011,kentucky
-86.59684,36.65211,16,4012,kentucky
-86.67133,36.65211,16,4013,kentucky
-86.763,36.64065,16,4014,kentucky
-87.06667,36.64065,16,4015,kentucky
-87.11823,36.64065,16,4016,kentucky
-87.32449,36.64065,16,4017,kentucky
-87.64536,36.63492,16,4018,kentucky
-87.67973,36.64065,16,4019,kentucky
-87.83443,36.64065,16,4020,kentucky
-87.83443,36.65784,16,4021,kentucky
-87.85162,36.66357,16,4022,kentucky
-87.94329,36.6693,16,4023,kentucky
-88.06361,36.67503,16,4024,kentucky
-88.05215,36.63492,16,4025,kentucky
-88.0407,36.59481,16,4026,kentucky
-88.0407,36.56044,16,4027,kentucky
-88.04642,36.50887,16,4028,kentucky
-88.06361,36.50314,16,4029,kentucky
-88.48187,36.50887,16,4030,kentucky
-88.52198,36.50314,16,4031,kentucky
-88.81419,36.50887,16,4032,kentucky
-88.84856,36.50314,16,4033,kentucky
-89.33558,36.50314,16,4034,kentucky
-89.40434,36.50314,16,4035,kentucky
-89.39861,36.49741,16,4036,kentucky
-89.40434,36.50314,16,4037,kentucky
-89.32985,36.64065,16,4038,kentucky
-89.29548,36.61773,16,4039,kentucky
-89.24964,36.57763,16,4040,kentucky
-89.22099,36.56617,16,4041,kentucky
-89.19234,36.5719,16,4042,kentucky
-89.16943,36.58335,16,4043,kentucky
-89.16943,36.62919,16,4044,kentucky
-89.1637,36.65211,16,4045,kentucky
-89.15223,36.67503,16,4046,kentucky
-89.1465,36.67503,16,4047,kentucky
-89.12932,36.7094,16,4048,kentucky
-89.11213,36.74379,16,4049,kentucky
-89.10639,36.74379,16,4050,kentucky
-89.11213,36.77243,16,4051,kentucky
-89.11213,36.78962,16,4052,kentucky
-89.13504,36.80681,16,4053,kentucky
-89.1465,36.81254,16,4054,kentucky
-89.14077,36.84119,16,4055,kentucky
-89.08921,36.89275,16,4056,kentucky
-89.08921,36.92713,16,4057,kentucky
-89.08921,36.96724,16,4058,kentucky
-89.08348,36.96724,16,4059,kentucky
-89.10639,36.98442,16,4060,kentucky
-89.13504,36.99588,16,4061,kentucky
-89.17515,37.00161,16,4062,kentucky
-89.19234,37.04172,16,4063,kentucky
-89.18088,37.07037,16,4064,kentucky
-89.1465,37.12193,16,4065,kentucky
-89.11213,37.14485,16,4066,kentucky
-89.09493,37.19069,16,4067,kentucky
-89.06055,37.21934,16,4068,kentucky
-89.01472,37.23653,16,4069,kentucky
-88.97462,37.24226,16,4070,kentucky
-88.93451,37.23653,16,4071,kentucky
-88.85429,37.21934,16,4072,kentucky
-88.81419,37.19642,16,4073,kentucky
-88.75117,37.16777,16,4074,kentucky
-88.73397,37.15631,16,4075,kentucky
-88.6423,37.1334,16,4076,kentucky
-88.58501,37.09901,16,4077,kentucky
-88.55063,37.08756,16,4078,kentucky
-88.49906,37.08183,16,4079,kentucky
-88.47041,37.08756,16,4080,kentucky
-88.45322,37.1334,16,4081,kentucky
-88.44749,37.16777,16,4082,kentucky
-88.45322,37.20215,16,4083,kentucky
-88.50479,37.25372,16,4084,kentucky
-88.51624,37.27663,16,4085,kentucky
-88.51052,37.30528,16,4086,kentucky
-88.4876,37.33393,16,4087,kentucky
-88.48187,37.38549,16,4088,kentucky
-88.47041,37.40841,16,4089,kentucky
-88.44749,37.4256,16,4090,kentucky
-88.40166,37.43133,16,4091,kentucky
-88.37301,37.43133,16,4092,kentucky
-88.34437,37.43706,16,4093,kentucky
-88.26415,37.45998,16,4094,kentucky
-88.18394,37.47717,16,4095,kentucky
-88.11518,37.4829,16,4096,kentucky
-88.08653,37.49436,16,4097,kentucky
-88.0808,37.50582,16,4098,kentucky
-88.10372,37.54593,16,4099,kentucky
-88.12664,37.58603,16,4100,kentucky
-88.16102,37.63187,16,4101,kentucky
-88.16102,37.67198,16,4102,kentucky
-88.14383,37.70062,16,4103,kentucky
-88.09799,37.72927,16,4104,kentucky
-88.04642,37.76365,16,4105,kentucky
-88.02351,37.7923,16,4106,kentucky
-88.00059,37.7923,16,4107,kentucky
-87.95475,37.78657,16,4108,kentucky
-87.94329,37.7923,16,4109,kentucky
-87.92037,37.7923,16,4110,kentucky
-87.90891,37.80376,16,4111,kentucky
-87.90318,37.83241,16,4112,kentucky
-87.90891,37.84959,16,4113,kentucky
-87.92037,37.86678,16,4114,kentucky
-87.92037,37.8897,16,4115,kentucky
-87.91464,37.90689,16,4116,kentucky
-87.89746,37.92408,16,4117,kentucky
-87.87453,37.92408,16,4118,kentucky
-87.84016,37.90116,16,4119,kentucky
-87.81724,37.8897,16,4120,kentucky
-87.79432,37.8897,16,4121,kentucky
-87.72557,37.90689,16,4122,kentucky
-87.70264,37.90689,16,4123,kentucky
-87.67973,37.88397,16,4124,kentucky
-87.68546,37.84386,16,4125,kentucky
-87.66254,37.83241,16,4126,kentucky
-87.63963,37.83241,16,4127,kentucky
-87.61097,37.84959,16,4128,kentucky
-87.59952,37.87824,16,4129,kentucky
-87.59952,37.90116,16,4130,kentucky
-87.61097,37.92981,16,4131,kentucky
-87.60525,37.96418,16,4132,kentucky
-87.5766,37.96418,16,4133,kentucky
-87.55368,37.93554,16,4134,kentucky
-87.53076,37.92408,16,4135,kentucky
-87.49065,37.92408,16,4136,kentucky
-87.47346,37.92981,16,4137,kentucky
-87.45628,37.94127,16,4138,kentucky
-87.43909,37.93554,16,4139,kentucky
-87.38179,37.92981,16,4140,kentucky
-87.34168,37.91262,16,4141,kentucky
-87.31304,37.90689,16,4142,kentucky
-87.30158,37.89543,16,4143,kentucky
-87.23283,37.84959,16,4144,kentucky
-87.16407,37.83813,16,4145,kentucky
-87.14115,37.82668,16,4146,kentucky
-87.12396,37.7923,16,4147,kentucky
-87.10104,37.7923,16,4148,kentucky
-87.08385,37.7923,16,4149,kentucky
-87.06094,37.84959,16,4150,kentucky
-87.02656,37.90689,16,4151,kentucky
-87.00937,37.91835,16,4152,kentucky
-86.98072,37.93554,16,4153,kentucky
-86.92915,37.95272,16,4154,kentucky
-86.88905,37.95845,16,4155,kentucky
-86.84895,37.9871,16,4156,kentucky
-86.80311,37.99283,16,4157,kentucky
-86.79164,37.98137,16,4158,kentucky
-86.73435,37.91262,16,4159,kentucky
-86.71143,37.90689,16,4160,kentucky
-86.68279,37.91835,16,4161,kentucky
-86.65414,37.91835,16,4162,kentucky
-86.65414,37.8897,16,4163,kentucky
-86.65414,37.86678,16,4164,kentucky
-86.63122,37.84959,16,4165,kentucky
-86.60257,37.87251,16,4166,kentucky
-86.59111,37.93554,16,4167,kentucky
-86.53382,37.93554,16,4168,kentucky
-86.51662,37.95845,16,4169,kentucky
-86.53382,38.00429,16,4170,kentucky
-86.51089,38.0444,16,4171,kentucky
-86.48798,38.05013,16,4172,kentucky
-86.45361,38.05013,16,4173,kentucky
-86.44788,38.07304,16,4174,kentucky
-86.47652,38.11315,16,4175,kentucky
-86.47079,38.13034,16,4176,kentucky
-86.45361,38.13607,16,4177,kentucky
-86.38484,38.11888,16,4178,kentucky
-86.32755,38.13607,16,4179,kentucky
-86.36766,38.15326,16,4180,kentucky
-86.38484,38.17045,16,4181,kentucky
-86.37339,38.19337,16,4182,kentucky
-86.33328,38.1991,16,4183,kentucky
-86.32182,38.1991,16,4184,kentucky
-86.2989,38.19337,16,4185,kentucky
-86.29317,38.17045,16,4186,kentucky
-86.27599,38.1418,16,4187,kentucky
-86.27599,38.09596,16,4188,kentucky
-86.26453,38.06159,16,4189,kentucky
-86.23588,38.0444,16,4190,kentucky
-86.19577,38.02721,16,4191,kentucky
-86.1442,38.01575,16,4192,kentucky
-86.1041,38.01575,16,4193,kentucky
-86.06399,37.9871,16,4194,kentucky
-86.0468,37.99283,16,4195,kentucky
-86.02388,38.01002,16,4196,kentucky
-85.98951,38.01575,16,4197,kentucky
-85.96086,38.01002,16,4198,kentucky
-85.93221,38.03867,16,4199,kentucky
-85.91502,38.07878,16,4200,kentucky
-85.91502,38.1017,16,4201,kentucky
-85.91502,38.1418,16,4202,kentucky
-85.89211,38.18191,16,4203,kentucky
-85.85773,38.21629,16,4204,kentucky
-85.84054,38.25639,16,4205,kentucky
-85.80616,38.28504,16,4206,kentucky
-85.77751,38.29077,16,4207,kentucky
-85.7374,38.27358,16,4208,kentucky
-85.65719,38.32515,16,4209,kentucky
-85.64,38.37099,16,4210,kentucky
-85.62855,38.39963,16,4211,kentucky
-85.61708,38.42828,16,4212,kentucky
-85.58844,38.4512,16,4213,kentucky
-85.51395,38.46266,16,4214,kentucky
-85.47384,38.5085,16,4215,kentucky
-85.45093,38.52568,16,4216,kentucky
-85.42801,38.54287,16,4217,kentucky
-85.43947,38.58298,16,4218,kentucky
-85.45666,38.646,16,4219,kentucky
-85.45666,38.68038,16,4220,kentucky
-85.42801,38.72049,16,4221,kentucky
-85.3879,38.73195,16,4222,kentucky
-85.35352,38.73768,16,4223,kentucky
-85.33633,38.7434,16,4224,kentucky
-85.2905,38.7434,16,4225,kentucky
